,0
547,0
548,0
549,0
550,0
551,0
552,0
553,0
554,0
555,0
556,0
557,0
558,0
559,0
560,0
561,0
562,0
563,2
564,0
565,0
566,0
567,3
568,2
569,0
570,0
571,0
572,0
573,0
574,0
575,0
576,0
577,0
578,0
579,0
580,0
581,0
582,0
583,2
584,2
585,4
586,3
587,2
588,2
589,2
590,2
591,2
592,2
593,2
594,3
595,2
596,4
597,2
598,2
599,2
600,2
601,2
602,2
603,2
604,2
605,4
606,2
607,2
608,2
609,2
610,2
611,2
612,2
613,3
614,2
615,2
616,4
617,2
618,2
619,2
620,2
621,2
622,2
623,2
624,2
625,2
626,2
627,2
628,2
629,2
630,2
631,2
632,2
633,4
634,2
635,2
636,2
637,2
638,2
639,2
640,2
641,4
642,2
643,2
644,2
645,3
646,2
647,2
648,2
649,2
650,2
651,2
652,2
653,4
654,2
655,2
656,2
657,2
658,2
659,2
660,2
661,2
662,2
663,4
664,4
665,2
666,2
667,2
668,2
669,2
670,2
671,2
672,2
673,2
674,2
675,2
676,2
677,2
678,2
679,2
680,2
681,2
682,2
683,4
684,2
685,2
686,2
687,4
688,2
689,4
690,2
691,2
692,2
693,2
694,4
695,2
696,2
697,2
698,2
699,2
700,2
701,2
702,2
703,4
704,2
705,2
706,2
707,4
708,2
709,2
710,2
711,2
712,2
713,2
714,2
715,2
716,2
717,2
718,2
719,2
720,4
721,2
722,2
723,2
724,2
725,2
726,3
727,2
728,2
729,2
730,2
731,2
732,2
733,2
734,2
735,2
736,2
737,2
738,2
739,2
740,2
741,2
742,2
743,2
744,2
745,2
746,2
747,4
748,3
749,2
750,4
751,2
752,2
753,2
754,2
755,2
756,2
757,2
758,2
759,4
760,2
761,2
762,2
763,2
764,2
765,2
766,4
767,2
768,2
769,2
770,2
771,2
772,2
773,2
774,2
775,2
776,2
777,2
778,2
779,2
780,2
781,4
782,2
783,4
784,10
785,0
786,0
787,0
788,0
789,0
790,0
791,0
792,0
793,0
794,0
795,0
796,0
797,0
798,0
799,0
800,0
801,0
802,0
803,0
804,0
805,0
806,0
807,0
808,0
809,0
810,0
811,0
812,0
813,0
814,0
815,0
816,0
817,0
818,0
819,0
820,2
821,2
822,4
823,4
824,2
825,4
826,4
827,2
828,2
829,2
830,2
831,4
832,4
833,2
834,2
835,2
836,2
837,4
838,2
839,2
840,2
841,2
842,2
843,2
844,2
845,2
846,2
847,2
848,2
849,2
850,4
851,2
852,2
853,2
854,4
855,2
856,2
857,2
858,2
859,2
860,2
861,2
862,2
863,2
864,2
865,4
866,2
867,2
868,4
869,2
870,2
871,4
872,3
873,2
874,2
875,2
876,2
877,4
878,2
879,2
880,2
881,2
882,2
883,2
884,2
885,2
886,2
887,2
888,2
889,2
890,2
891,2
892,2
893,4
894,2
895,2
896,2
897,0
898,0
899,0
900,0
901,0
902,0
903,0
904,0
905,0
906,0
907,0
908,0
909,0
910,0
911,0
912,0
913,0
914,0
915,0
916,0
917,0
918,0
919,0
920,0
921,0
922,0
923,0
924,0
925,0
926,0
927,0
928,0
929,0
930,0
931,0
932,0
933,0
934,0
935,0
936,0
937,0
938,0
939,0
940,0
941,0
942,0
943,0
944,0
945,0
946,0
947,0
948,0
949,0
950,0
951,0
952,0
953,0
954,0
955,0
956,0
957,0
958,0
959,0
960,0
961,0
962,0
963,0
964,0
965,0
966,0
967,0
968,0
969,0
970,0
971,0
972,0
973,0
974,0
975,0
976,0
977,0
978,0
979,0
980,0
981,0
982,0
983,2
984,0
985,0
986,0
987,0
988,0
989,0
990,0
991,0
992,0
993,2
994,2
995,2
996,4
997,2
998,4
999,2
1000,2
1001,4
1002,2
1003,4
1004,2
1005,2
1006,2
1007,2
1008,2
1009,2
1010,2
1011,4
1012,3
1013,2
1014,2
1015,2
1016,4
1017,2
1018,3
1019,2
1020,2
1021,2
1022,2
1023,2
1024,2
1025,2
1026,2
1027,2
1028,2
1029,2
1030,2
1031,2
1032,2
1033,3
1034,4
1035,4
1036,2
1037,2
1038,2
1039,2
1040,2
1041,2
1042,2
1043,2
1044,2
1045,2
1046,2
1047,3
1048,2
1049,2
1050,2
1051,4
1052,2
1053,4
1054,2
1055,4
1056,2
1057,2
1058,2
1059,2
1060,2
1061,2
1062,2
1063,4
1064,2
1065,2
1066,2
1067,2
1068,3
1069,2
1070,2
1071,2
1072,2
1073,2
1074,2
1075,3
1076,2
1077,2
1078,2
1079,2
1080,2
1081,2
1082,2
1083,2
1084,2
1085,2
1086,2
1087,2
1088,2
1089,2
1090,2
1091,4
1092,2
1093,4
1094,2
1095,2
1096,2
1097,4
1098,2
1099,2
1100,4
1101,2
1102,2
1103,2
1104,4
1105,2
1106,2
1107,2
1108,2
1109,2
1110,2
1111,2
1112,2
1113,2
1114,2
1115,2
1116,2
1117,2
1118,2
1119,2
1120,2
1121,4
1122,2
1123,2
1124,2
1125,2
1126,2
1127,2
1128,2
1129,2
1130,2
1131,2
1132,2
1133,2
1134,2
1135,2
1136,2
1137,2
1138,2
1139,2
1140,2
1141,2
1142,2
1143,2
1144,2
1145,2
1146,2
1147,2
1148,4
1149,2
1150,3
1151,2
1152,2
1153,2
1154,2
1155,2
1156,2
1157,2
1158,2
1159,2
1160,2
1161,2
1162,2
1163,3
1164,2
1165,2
1166,2
1167,4
1168,2
1169,2
1170,2
1171,2
1172,2
1173,3
1174,0
1175,0
1176,0
1177,0
1178,2
1179,2
1180,2
1181,10
1182,0
1183,0
1184,0
1185,0
1186,0
1187,2
1188,2
1189,2
1190,2
1191,4
1192,2
1193,10
1194,0
1195,0
1196,0
1197,0
1198,0
1199,0
1200,0
1201,0
1202,0
1203,0
1204,0
1205,0
1206,0
1207,2
1208,2
1209,2
1210,2
1211,2
1212,4
1213,2
1214,2
1215,2
1216,2
1217,2
1218,2
1219,2
1220,2
1221,4
1222,2
1223,2
1224,2
1225,2
1226,10
1227,0
1228,0
1229,0
1230,0
1231,0
1232,0
1233,0
1234,0
1235,0
1236,0
1237,0
1238,10
1239,0
1240,0
1241,0
1242,0
1243,0
1244,0
1245,0
1246,2
1247,2
1248,2
1249,2
1250,0
1251,0
1252,0
1253,0
1254,0
1255,0
1256,0
1257,0
1258,0
1259,0
1260,0
1261,0
1262,0
1263,0
1264,0
1265,0
1266,0
1267,0
1268,0
1269,0
1270,0
1271,0
1272,0
1273,0
1274,0
1275,0
1276,0
1277,0
1278,0
1279,0
1280,0
1281,0
1282,0
1283,0
1284,0
1285,0
1286,0
1287,0
1288,0
1289,0
1290,0
1291,0
1292,0
1293,0
1294,0
1295,0
1296,0
1297,0
1298,2
1299,2
1300,2
1301,2
1302,2
1303,2
1304,2
1305,2
1306,2
1307,3
1308,2
1309,2
1310,2
1311,2
1312,4
1313,2
1314,2
1315,2
1316,2
1317,4
1318,2
1319,2
1320,2
1321,2
1322,2
1323,2
1324,2
1325,2
1326,2
1327,2
1328,2
1329,2
1330,4
1331,2
1332,2
1333,2
1334,2
1335,2
1336,2
1337,2
1338,2
1339,2
1340,2
1341,2
1342,2
1343,2
1344,2
1345,2
1346,2
1347,4
1348,2
1349,2
1350,2
1351,2
1352,2
1353,2
1354,2
1355,2
1356,2
1357,2
1358,2
1359,4
1360,2
1361,4
1362,2
1363,4
1364,4
1365,2
1366,2
1367,4
1368,2
1369,2
1370,2
1371,2
1372,4
1373,2
1374,2
1375,2
1376,2
1377,2
1378,2
1379,2
1380,2
1381,2
1382,2
1383,2
1384,2
1385,0
1386,0
1387,0
1388,0
1389,0
1390,0
1391,0
1392,0
1393,2
1394,2
1395,2
1396,2
1397,2
1398,2
1399,2
1400,2
1401,2
1402,2
1403,2
1404,2
1405,2
1406,2
1407,2
1408,2
1409,2
1410,3
1411,2
1412,2
1413,2
1414,2
1415,2
1416,4
1417,2
1418,2
1419,4
1420,2
1421,2
1422,3
1423,2
1424,4
1425,4
1426,10
1427,10
1428,0
1429,0
1430,0
1431,0
1432,0
1433,0
1434,0
1435,0
1436,0
1437,0
1438,0
1439,0
1440,0
1441,0
1442,0
1443,0
1444,0
1445,0
1446,0
1447,0
1448,0
1449,0
1450,0
1451,0
1452,0
1453,0
1454,0
1455,0
1456,0
1457,0
1458,0
1459,0
1460,0
1461,0
1462,0
1463,0
1464,0
1465,0
1466,0
1467,0
1468,0
1469,0
1470,0
1471,0
1472,0
1473,0
1474,0
1475,0
1476,0
1477,0
1478,0
1479,0
1480,0
1481,0
1482,0
1483,0
1484,0
1485,0
1486,0
1487,0
1488,2
1489,2
1490,2
1491,4
1492,2
1493,2
1494,4
1495,2
1496,2
1497,2
1498,4
1499,2
1500,2
1501,2
1502,2
1503,2
1504,2
1505,2
1506,2
1507,2
1508,2
1509,2
1510,2
1511,2
1512,2
1513,2
1514,3
1515,2
1516,2
1517,2
1518,2
1519,2
1520,2
1521,2
1522,4
1523,4
1524,2
1525,2
1526,4
1527,4
1528,2
1529,2
1530,2
1531,2
1532,2
1533,2
1534,2
1535,2
1536,2
1537,4
1538,2
1539,3
1540,2
1541,2
1542,2
1543,4
1544,2
1545,4
1546,4
1547,2
1548,2
1549,2
1550,2
1551,2
1552,2
1553,2
1554,2
1555,2
1556,2
1557,2
1558,2
1559,2
1560,2
1561,2
1562,2
1563,4
1564,2
1565,2
1566,2
1567,2
1568,2
1569,2
1570,2
1571,0
1572,0
1573,0
1574,0
1575,0
1576,0
1577,0
1578,0
1579,0
1580,0
1581,0
1582,0
1583,0
1584,0
1585,0
1586,0
1587,0
1588,2
1589,0
1590,2
1591,0
1592,2
1593,2
1594,2
1595,2
1596,4
1597,2
1598,4
1599,4
1600,2
1601,3
1602,2
1603,2
1604,2
1605,2
1606,2
1607,2
1608,4
1609,2
1610,2
1611,2
1612,2
1613,4
1614,2
1615,2
1616,2
1617,4
1618,4
1619,2
1620,2
1621,2
1622,2
1623,2
1624,2
1625,2
1626,2
1627,2
1628,2
1629,2
1630,2
1631,4
1632,2
1633,2
1634,2
1635,4
1636,2
1637,4
1638,2
1639,2
1640,2
1641,2
1642,2
1643,10
1644,10
1645,10
1646,0
1647,0
1648,0
1649,0
1650,0
1651,2
1652,2
1653,4
1654,2
1655,2
1656,2
1657,0
1658,0
1659,0
1660,0
1661,0
1662,0
1663,0
1664,0
1665,0
1666,0
1667,0
1668,0
1669,0
1670,0
1671,0
1672,0
1673,0
1674,0
1675,0
1676,0
1677,2
1678,2
1679,2
1680,2
1681,2
1682,2
1683,2
1684,4
1685,2
1686,2
1687,2
1688,2
1689,2
1690,2
1691,2
1692,2
1693,2
1694,2
1695,4
1696,2
1697,4
1698,4
1699,2
1700,2
1701,2
1702,2
1703,2
1704,4
1705,2
1706,0
1707,0
1708,2
1709,10
1710,0
1711,2
1712,2
1713,10
1714,10
1715,0
1716,2
1717,2
1718,0
1719,0
1720,0
1721,0
1722,0
1723,0
1724,0
1725,0
1726,0
1727,2
1728,2
1729,2
1730,2
1731,2
1732,2
1733,2
1734,2
1735,2
1736,2
1737,2
1738,2
1739,2
1740,2
1741,2
1742,10
1743,10
1744,0
1745,0
1746,0
1747,0
1748,0
1749,0
1750,0
1751,0
1752,0
1753,0
1754,0
1755,0
1756,0
1757,0
1758,0
1759,0
1760,0
1761,0
1762,0
1763,0
1764,0
1765,0
1766,0
1767,0
1768,0
1769,0
1770,0
1771,0
1772,0
1773,0
1774,0
1775,0
1776,0
1777,0
1778,0
1779,0
1780,0
1781,0
1782,0
1783,0
1784,0
1785,0
1786,0
1787,0
1788,0
1789,0
1790,0
1791,0
1792,0
1793,0
1794,0
1795,0
1796,0
1797,0
1798,0
1799,0
1800,0
1801,0
1802,0
1803,0
1804,0
1805,0
1806,0
1807,0
1808,0
1809,0
1810,0
1811,0
1812,0
1813,0
1814,0
1815,0
1816,0
1817,0
1818,0
1819,0
1820,0
1821,0
1822,0
1823,0
1824,0
1825,0
1826,0
1827,0
1828,0
1829,0
1830,0
1831,0
1832,0
1833,0
1834,0
1835,0
1836,0
1837,0
1838,0
1839,0
1840,0
1841,0
1842,0
1843,0
1844,0
1845,0
1846,0
1847,0
1848,0
1849,0
1850,0
1851,0
1852,0
1853,0
1854,0
1855,0
1856,0
1857,0
1858,0
1859,0
1860,0
1861,0
1862,0
1863,0
1864,0
1865,0
1866,0
1867,0
1868,0
1869,0
1870,0
1871,0
1872,0
1873,0
1874,0
1875,0
1876,0
1877,0
1878,0
1879,0
1880,0
1881,0
1882,0
1883,0
1884,0
1885,0
1886,0
1887,0
1888,0
1889,0
1890,0
1891,0
1892,0
1893,0
1894,0
1895,0
1896,0
1897,0
1898,0
1899,0
1900,0
1901,0
1902,0
1903,0
1904,0
1905,0
1906,0
1907,0
1908,0
1909,0
1910,0
1911,0
1912,0
1913,0
1914,0
1915,0
1916,0
1917,0
1918,0
1919,0
1920,0
1921,0
1922,0
1923,0
1924,0
1925,0
1926,0
1927,0
1928,0
1929,0
1930,0
1931,0
1932,0
1933,0
1934,0
1935,0
1936,0
1937,0
1938,0
1939,0
1940,0
1941,0
1942,0
1943,0
1944,0
1945,0
1946,0
1947,0
1948,0
1949,0
1950,0
1951,0
1952,0
1953,0
1954,0
1955,0
1956,0
1957,0
1958,0
1959,0
1960,0
1961,0
1962,0
1963,0
1964,0
1965,0
1966,0
1967,0
1968,0
1969,0
1970,0
1971,0
1972,0
1973,0
1974,0
1975,0
1976,0
1977,0
1978,0
1979,0
1980,0
1981,0
1982,0
1983,0
1984,0
1985,0
1986,0
1987,0
1988,0
1989,0
1990,0
1991,0
1992,0
1993,0
1994,0
1995,0
1996,0
1997,0
1998,0
1999,0
2000,0
2001,0
2002,0
2003,0
2004,0
2005,0
2006,0
2007,0
2008,0
2009,0
2010,0
2011,0
2012,0
2013,0
2014,0
2015,0
2016,0
2017,0
2018,0
2019,0
2020,0
2021,0
2022,0
2023,0
2024,0
2025,0
2026,0
2027,0
2028,0
2029,0
2030,0
2031,0
2032,0
2033,2
2034,4
2035,2
2036,2
2037,4
2038,4
2039,2
2040,2
2041,4
2042,2
2043,2
2044,4
2045,4
2046,4
2047,4
2048,2
2049,2
2050,4
2051,2
2052,2
2053,2
2054,4
2055,4
2056,4
2057,4
2058,4
2059,2
2060,4
2061,4
2062,4
2063,4
2064,2
2065,4
2066,2
2067,0
2068,2
2069,4
2070,4
2071,2
2072,2
2073,2
2074,4
2075,2
2076,4
2077,4
2078,2
2079,4
2080,2
2081,2
2082,4
2083,2
2084,2
2085,4
2086,4
2087,2
2088,2
2089,2
2090,2
2091,4
2092,2
2093,2
2094,2
2095,4
2096,4
2097,4
2098,2
2099,0
2100,2
2101,4
2102,4
2103,2
2104,4
2105,2
2106,4
2107,4
2108,0
2109,2
2110,2
2111,4
2112,0
2113,4
2114,2
2115,4
2116,4
2117,4
2118,2
2119,4
2120,2
2121,4
2122,2
2123,2
2124,2
2125,2
2126,4
2127,2
2128,2
2129,4
2130,2
2131,4
2132,4
2133,2
2134,2
2135,4
2136,4
2137,2
2138,2
2139,2
2140,2
2141,2
2142,4
2143,2
2144,2
2145,2
2146,2
2147,4
2148,2
2149,4
2150,2
2151,2
2152,2
2153,4
2154,2
2155,4
2156,2
2157,4
2158,2
2159,2
2160,2
2161,2
2162,4
2163,4
2164,2
2165,2
2166,4
2167,4
2168,2
2169,4
2170,4
2171,2
2172,2
2173,2
2174,2
2175,2
2176,4
2177,2
2178,2
2179,0
2180,0
2181,0
2182,0
2183,2
2184,4
2185,0
2186,0
2187,0
2188,0
2189,0
2190,0
2191,0
2192,0
2193,0
2194,0
2195,0
2196,0
2197,0
2198,0
2199,0
2200,0
2201,0
2202,0
2203,0
2204,0
2205,0
2206,0
2207,0
2208,0
2209,0
2210,0
2211,0
2212,0
2213,0
2214,0
2215,0
2216,0
2217,0
2218,0
2219,0
2220,0
2221,0
2222,0
2223,0
2224,0
2225,0
2226,0
2227,0
2228,0
2229,0
2230,0
2231,0
2232,0
2233,0
2234,0
2235,0
2236,0
2237,0
2238,0
2239,0
2240,0
2241,0
2242,0
2243,0
2244,0
2245,0
2246,2
2247,2
2248,2
2249,2
2250,4
2251,2
2252,2
2253,2
2254,2
2255,2
2256,4
2257,4
2258,2
2259,2
2260,2
2261,2
2262,2
2263,4
2264,2
2265,2
2266,2
2267,2
2268,2
2269,4
2270,2
2271,2
2272,2
2273,2
2274,2
2275,2
2276,4
2277,3
2278,2
2279,2
2280,2
2281,2
2282,2
2283,2
2284,2
2285,2
2286,2
2287,2
2288,4
2289,2
2290,4
2291,2
2292,2
2293,2
2294,4
2295,2
2296,2
2297,4
2298,2
2299,2
2300,2
2301,2
2302,2
2303,2
2304,0
2305,2
2306,2
2307,2
2308,2
2309,2
2310,2
2311,2
2312,2
2313,2
2314,2
2315,4
2316,2
2317,2
2318,2
2319,4
2320,2
2321,2
2322,4
2323,2
2324,2
2325,2
2326,4
2327,2
2328,2
2329,2
2330,2
2331,2
2332,2
2333,2
2334,3
2335,2
2336,2
2337,0
2338,0
2339,0
2340,0
2341,0
2342,0
2343,0
2344,0
2345,0
2346,0
2347,0
2348,0
2349,0
2350,0
2351,0
2352,0
2353,0
2354,0
2355,0
2356,0
2357,0
2358,0
2359,0
2360,0
2361,0
2362,0
2363,0
2364,0
2365,0
2366,0
2367,0
2368,0
2369,0
2370,0
2371,0
2372,0
2373,0
2374,2
2375,4
2376,0
2377,2
2378,2
2379,2
2380,2
2381,4
2382,2
2383,2
2384,2
2385,2
2386,2
2387,10
2388,10
2389,0
2390,0
2391,0
2392,0
2393,0
2394,0
2395,0
2396,0
2397,0
2398,0
2399,0
2400,0
2401,0
2402,2
2403,2
2404,4
2405,2
2406,2
2407,2
2408,4
2409,4
2410,2
2411,2
2412,4
2413,4
2414,2
2415,2
2416,4
2417,2
2418,2
2419,2
2420,10
2421,0
2422,0
2423,0
2424,0
2425,0
2426,0
2427,0
2428,0
2429,0
2430,0
2431,2
2432,2
2433,2
2434,4
2435,2
2436,2
2437,2
2438,2
2439,2
2440,2
2441,2
2442,2
2443,4
2444,2
2445,2
2446,2
2447,2
2448,10
2449,10
2450,0
2451,0
2452,2
2453,0
2454,2
2455,2
2456,10
2457,0
2458,0
2459,0
2460,0
2461,0
2462,0
2463,0
2464,0
2465,0
2466,2
2467,2
2468,2
2469,2
2470,2
2471,2
2472,4
2473,2
2474,2
2475,8
2476,10
2477,0
2478,0
2479,0
2480,2
2481,2
2482,4
2483,4
2484,4
2485,4
2486,2
2487,2
2488,4
2489,2
2490,2
2491,2
2492,4
2493,10
2494,10
2495,0
2496,0
2497,0
2498,0
2499,2
2500,4
2501,2
2502,2
2503,2
2504,2
2505,2
2506,0
2507,0
2508,10
2509,8
2510,10
2511,10
2512,0
2513,0
2514,0
2515,0
2516,0
2517,0
2518,0
2519,0
2520,0
2521,0
2522,0
2523,0
2524,0
2525,0
2526,0
2527,2
2528,4
2529,4
2530,2
2531,2
2532,2
2533,10
2534,0
2535,0
2536,2
2537,2
2538,0
2539,0
2540,0
2541,0
2542,0
2543,0
2544,0
2545,0
2546,0
2547,0
2548,0
2549,0
2550,0
2551,0
2552,0
2553,0
2554,0
2555,0
2556,0
2557,0
2558,0
2559,0
2560,0
2561,0
2562,0
2563,0
2564,0
2565,0
2566,0
2567,0
2568,0
2569,0
2570,0
2571,4
2572,4
2573,2
2574,2
2575,2
2576,2
2577,2
2578,4
2579,2
2580,2
2581,2
2582,0
2583,0
2584,2
2585,0
2586,0
2587,2
2588,2
2589,2
2590,2
2591,2
2592,0
2593,0
2594,0
2595,2
2596,2
2597,2
2598,4
2599,2
2600,2
2601,2
2602,2
2603,2
2604,2
2605,2
2606,0
2607,0
2608,0
2609,0
2610,0
2611,0
2612,0
2613,3
2614,2
2615,2
2616,2
2617,2
2618,2
2619,4
2620,4
2621,2
2622,2
2623,2
2624,4
2625,2
2626,0
2627,0
2628,0
2629,0
2630,0
2631,0
2632,0
2633,0
2634,2
2635,2
2636,3
2637,2
2638,2
2639,2
2640,2
2641,0
2642,0
2643,0
2644,0
2645,0
2646,0
2647,0
2648,0
2649,0
2650,0
2651,0
2652,0
2653,2
2654,2
2655,2
2656,2
2657,2
2658,2
2659,2
2660,2
2661,2
2662,2
2663,2
2664,4
2665,0
2666,0
2667,0
2668,0
2669,0
2670,0
2671,0
2672,0
2673,0
2674,0
2675,0
2676,0
2677,0
2678,0
2679,0
2680,0
2681,0
2682,0
2683,0
2684,0
2685,0
2686,0
2687,0
2688,0
2689,0
2690,0
2691,0
2692,0
2693,0
2694,0
2695,0
2696,0
2697,0
2698,0
2699,0
2700,0
2701,0
2702,0
2703,0
2704,0
2705,0
2706,0
2707,0
2708,0
2709,0
2710,0
2711,0
2712,0
2713,0
2714,0
2715,0
2716,0
2717,0
2718,0
2719,0
2720,0
2721,0
2722,0
2723,0
2724,0
2725,0
2726,0
2727,0
2728,0
2729,0
2730,0
2731,0
2732,0
2733,0
2734,0
2735,0
2736,0
2737,0
2738,0
2739,0
2740,0
2741,0
2742,0
2743,0
2744,0
2745,0
2746,0
2747,0
2748,0
2749,0
2750,0
2751,0
2752,0
2753,0
2754,0
2755,0
2756,0
2757,0
2758,0
2759,0
2760,0
2761,0
2762,0
2763,0
2764,0
2765,0
2766,0
2767,0
2768,0
2769,0
2770,0
2771,0
2772,0
2773,0
2774,0
2775,0
2776,0
2777,0
2778,0
2779,0
2780,0
2781,0
2782,0
2783,0
2784,0
2785,0
2786,0
2787,0
2788,0
2789,0
2790,0
2791,0
2792,0
2793,0
2794,0
2795,0
2796,0
2797,0
2798,0
2799,0
2800,0
2801,0
2802,0
2803,0
2804,0
2805,0
2806,0
2807,0
2808,0
2809,0
2810,0
2811,0
2812,0
2813,0
2814,0
2815,0
2816,0
2817,0
2818,0
2819,0
2820,0
2821,0
2822,0
2823,0
2824,0
2825,0
2826,0
2827,0
2828,0
2829,0
2830,0
2831,0
2832,0
2833,0
2834,0
2835,0
2836,0
2837,0
2838,0
2839,0
2840,0
2841,0
2842,0
2843,0
2844,0
2845,0
2846,0
2847,0
2848,0
2849,0
2850,0
2851,0
2852,0
2853,0
2854,0
2855,0
2856,0
2857,0
2858,0
2859,0
2860,0
2861,0
2862,0
2863,0
2864,0
2865,0
2866,0
2867,0
2868,0
2869,0
2870,0
2871,0
2872,0
2873,0
2874,0
2875,0
2876,0
2877,0
2878,0
2879,0
2880,0
2881,0
2882,0
2883,0
2884,0
2885,0
2886,0
2887,0
2888,0
2889,0
2890,0
2891,0
2892,0
2893,0
2894,0
2895,0
2896,0
2897,0
2898,0
2899,0
2900,0
2901,0
2902,0
2903,0
2904,0
2905,0
2906,0
2907,0
2908,0
2909,0
2910,0
2911,0
2912,0
2913,0
2914,0
2915,0
2916,0
2917,0
2918,0
2919,0
2920,0
2921,0
2922,0
2923,0
2924,0
2925,0
2926,0
2927,0
2928,0
2929,0
2930,0
2931,0
2932,0
2933,0
2934,0
2935,0
2936,0
2937,0
2938,0
2939,0
2940,0
2941,0
2942,0
2943,0
2944,2
2945,0
2946,0
2947,0
2948,0
2949,0
2950,0
2951,0
2952,2
2953,2
2954,4
2955,2
2956,4
2957,2
2958,2
2959,2
2960,2
2961,4
2962,4
2963,4
2964,2
2965,2
2966,3
2967,2
2968,4
2969,2
2970,4
2971,2
2972,2
2973,2
2974,2
2975,2
2976,2
2977,2
2978,2
2979,4
2980,2
2981,2
2982,2
2983,2
2984,2
2985,2
2986,2
2987,2
2988,2
2989,2
2990,2
2991,4
2992,2
2993,2
2994,2
2995,2
2996,2
2997,2
